disp_x_mm,disp_y_mm,disp_z_mm,Rx_deg,Ry_deg,Rz_deg,Fx_N,Fy_N,Fz_N
-0.406492324684203,-0.160714708194972,0.0592950741874,1.22205894820789,-0.539288345553101,-0.0558288063380544,-1.92922919815481,0.00874497870790947,-0.0462664844459368
-0.406501179665732,-0.160923134456866,0.0593130133537734,1.2218214646659,-0.539345997443986,-0.0557680498870567,-1.84130010628803,0.49999887885042,0.00180226616367918
-0.406599705068566,-0.161098386819676,0.0593961834328208,1.2215551393517,-0.539258078542145,-0.0558338919675427,-2.1452627949601,-0.00303936134446303,0.0556876693233903
-0.406780964143412,-0.161279653470097,0.0595005819589055,1.22124560490283,-0.539050642538448,-0.0560024672175711,-1.74200616316597,-0.290494319482832,-0.00548932054354623
-0.407025132094865,-0.161504273902333,0.0595843370358504,1.22088231821983,-0.538761684073947,-0.0562437253007093,-1.80906323516916,-0.720741474199031,-0.124110234674049
-0.407314418894701,-0.1618049248476,0.0596102578836961,1.22046043696427,-0.538431238683984,-0.0565232162658712,-2.53327019211292,0.377643416070214,-0.198466028177165
-0.40761815928028,-0.162212990280519,0.0595435743785411,1.21997800679837,-0.538112276801609,-0.056800331583752,-1.2154962591755,0.290349542253125,0.00575217186172949
-0.407908128474337,-0.162724657267263,0.0593783587786624,1.21945544101223,-0.537849872987909,-0.0570415049171015,-3.04440255769805,0.028917318425556,-0.0232200591593141
-0.40816334693182,-0.163331192925163,0.0591178872054125,1.21891325048007,-0.537682214111966,-0.0572151356463117,-0.740962904036451,0.499890221941314,0.180774204068655
-0.408364526603273,-0.164012298502814,0.0587773910844735,1.21837689656792,-0.537640520548232,-0.057295710473176,-2.36327648778592,-0.477959698038603,-0.0380129740927941
-0.408499493375629,-0.164719108178726,0.0583971868798524,1.21788716210204,-0.53774196731401,-0.0572689427499071,-1.48247679186488,-0.849110908972989,-0.15562910481637
-0.40856946298279,-0.165388902423007,0.058030406091242,1.21748622177472,-0.537979499974159,-0.0571405582790765,-1.42838088097079,0.341382531224554,0.034044265347859
-0.408578115580248,-0.165960367665795,0.0577311680778503,1.21721282265807,-0.538344597322775,-0.0569151461106038,-3.15228654006637,0.108683572510927,-0.106805355528081
-0.408541394962553,-0.166376602882468,0.0575516361798824,1.21709749832079,-0.538808638576538,-0.0566108355884904,-1.16271120963609,-0.982972717737084,-0.10008053039337
-0.408474639944227,-0.166595123269629,0.0575334533539344,1.21715480582409,-0.539335351082354,-0.0562577137649703,-2.92823565598798,0.703647977737319,-0.0202748414808696
-0.408411375261985,-0.166576844578432,0.0577153284586269,1.21739475888322,-0.539868529714898,-0.0558957604787548,-1.82155985407752,-0.136608965101459,-0.0662275080817096
-0.408379713074113,-0.166311095385531,0.0581130318627556,1.21780538565283,-0.540354368372284,-0.0555662722032425,-1.976590952354,-0.255071536092601,-0.0735098254412492
-0.408401957545884,-0.165805767627202,0.058724375858306,1.21836401331755,-0.540743987189076,-0.0553099161740812,-2.57541161407187,0.174131201543105,0.000455672088463643
-0.40849854887967,-0.16508150320995,0.0595358449121681,1.2190407567875,-0.540992347169457,-0.0551633907413731,-2.24240596532394,0.848502298843641,0.0787251048309372
-0.408694414961188,-0.164171509806199,0.0605223947308269,1.21979997803912,-0.54105752277677,-0.0551574366700105,-2.4226697892089,-0.350219880153645,-0.100966377319281
-0.408996873919339,-0.163118313917456,0.0616474959847742,1.22060561724762,-0.540921933629173,-0.055305532080527,-2.52383185609352,0.939784498370045,-0.118252528039818
-0.409397544772518,-0.161984012279222,0.0628588064497812,1.22141436101383,-0.540589562007802,-0.0556068903325304,-1.68194880343145,1.38872609517512,0.111615601117876
-0.409887553280324,-0.160824612002718,0.0641060703838258,1.2221922739187,-0.540069987407605,-0.0560550915088739,-2.81196116281001,-0.409627059165359,-0.00415393007952503
-0.410443857159718,-0.159685440383078,0.0653465832198991,1.22291927462306,-0.539395099626366,-0.0566262228839866,-1.6082817602674,-0.364014566406922,0.16603513561256
-0.411040756336455,-0.158620076671394,0.0665313984217752,1.22357383641856,-0.538611008686813,-0.0572817486339131,-2.67772994594355,0.17331267545319,-0.0693763188863272
-0.411651031321698,-0.157663170388626,0.0676267233815866,1.22414764825754,-0.537762548556348,-0.0579856894241684,-2.38906120187335,-0.122454936107715,-0.1626243273368
-0.412234527984028,-0.156840406314653,0.0686038454020551,1.22464167177742,-0.536910226872917,-0.0586938015629587,-1.30037661064131,-0.393409446245641,-0.0336858216304847
-0.412751108838796,-0.156181556873776,0.0694347589490337,1.22505099747503,-0.536112873127741,-0.0593634668501099,-3.15193082828443,-0.28670303558124,-0.0160880114946167
-0.413168728206982,-0.155699008787343,0.0701053084907641,1.22537988288467,-0.535420240877631,-0.0599583749909108,-0.929735703241647,-0.796430773490783,-0.0690344963215068
-0.413452401076743,-0.15540618988945,0.070601482333773,1.2256262990396,-0.534878300192753,-0.0604484890456539,-3.1241609497672,0.311754703684301,0.185831280753007
-0.413578378453495,-0.155304787125363,0.0709203442605232,1.22579120387136,-0.53451963985667,-0.0608122104095039,-1.94939747122805,-0.00492923356409847,-0.0239503186878665
-0.41352955592784,-0.155385386977384,0.0710666682541604,1.22587799835434,-0.534363927507567,-0.0610405014980554,-2.20884514521822,-0.616015885772185,-0.186439494201977
-0.413295529985313,-0.155647656746868,0.0710423896989919,1.22587624357406,-0.534419272845623,-0.0611309258076072,-2.44209770342769,0.117655581450208,-0.0347906392948971
-0.412887602584413,-0.156061731823923,0.070870901337201,1.22579286885582,-0.534670117375184,-0.0610946128921137,-1.60729853409259,0.723435394272201,-0.0734176317019148
-0.412320079394469,-0.156603901504153,0.0705723035171215,1.22562721449549,-0.535092224199014,-0.0609505633720826,-2.68150918103731,-0.869923129187782,-0.123576749675493
-0.411624076446825,-0.157242411055682,0.0701738620497466,1.22538230200066,-0.535643621263377,-0.0607264922536572,-2.0238433226163,-0.740492791858287,-0.0190812184095535
-0.410834633727611,-0.15794357214414,0.069703650989295,1.22506411260617,-0.536280047954809,-0.0604492445053591,-2.21590809666634,0.318088004477431,0.049659535197776
-0.409994671104107,-0.158665341879535,0.0691975305748855,1.22468440819847,-0.536942011412276,-0.0601589068064062,-2.8397115660967,-0.190814179224162,-0.217444712926522
-0.409162198948269,-0.159348739697579,0.0687036440963681,1.22426848527461,-0.537558771181229,-0.0598974864402501,-1.55403118006598,0.280693372640144,0.0623642938616626
-0.408383595651849,-0.159962443582846,0.0682511939383115,1.22382842132095,-0.538075162431808,-0.0596970740387327,-2.46878343973952,1.35538906698639,0.139776377443553
-0.407713839704224,-0.160469666601021,0.0678734730155688,1.22338331547552,-0.538427134757311,-0.0595947698256138,-2.20811533974671,-0.742473556790628,0.00344570752554318
-0.407199040936455,-0.160843392950976,0.0675945633281277,1.22294952629023,-0.538565200333307,-0.0596189175721888,-1.83681560119572,-0.695196540878896,0.166549614368734
-0.406869192794615,-0.1610676864946,0.0674278765625781,1.22254159275837,-0.538458639807467,-0.0597889554208519,-2.58860365296425,0.331006551925384,0.156199475167028
-0.406751455660546,-0.161143927130823,0.0673741235173859,1.22216625112508,-0.538090711952169,-0.0601095966670249,-1.98786628499795,0.538422504616619,-0.0960317783121525
-0.406853656568388,-0.161077770298724,0.0674276661080122,1.22182983909233,-0.537462817631271,-0.0605812094338545,-2.35626695914669,-0.999510383282995,-0.241388643738532
-0.407171910626504,-0.160882456316285,0.0675752548708697,1.22153475133221,-0.536595000470488,-0.0611908274712573,-2.54223363724384,0.234911156067483,-0.092524679504379
-0.407700194267671,-0.160565740668257,0.0678048418735077,1.22128926828299,-0.535514722574816,-0.0619199466287711,-1.39252261947286,0.380809970471091,-0.0172078373520037
-0.408407495886932,-0.1601557353381,0.0680881849725132,1.22108848076435,-0.534277244832907,-0.0627338329256979,-3.07884589495205,-0.545244126192756,0.016579148975552
-0.409258265194016,-0.159660395190101,0.0684088628579194,1.22094193808183,-0.532939347674083,-0.0636006828398288,-1.24507247116173,0.0950806104401636,0.0065623352235491
-0.410207218438946,-0.1590961387254,0.0687441535327376,1.22085195088269,-0.531567109778161,-0.0644832532993972,-2.64190891413494,0.202526678228878,-0.0725416490213888
-0.411204495291017,-0.158477708919373,0.0690721060220798,1.22082161059552,-0.53023252316752,-0.0653372814836756,-1.9239013860099,-0.849393270075097,0.0358891100267158
-0.412208893806707,-0.157792035930816,0.0693935245663867,1.22086983044712,-0.528986244221338,-0.0661380591776567,-1.74027103368616,-0.0858755609503987,-0.10254164188126
-0.413167603263382,-0.157048550936869,0.0696942381561276,1.22099959190595,-0.527883904325248,-0.066857919141221,-2.62634250170476,0.374812024611174,-0.0794161850839714
-0.414039589674341,-0.156246865382229,0.0699699643612423,1.22121818999757,-0.526962868731682,-0.067482013634584,-1.42838691346327,-0.653842318664147,0.0753923801728433
-0.414788670822214,-0.155391218256081,0.0702181046728065,1.22152654117351,-0.526249855108701,-0.0680002956657031,-2.65131490430792,-0.477247191347487,0.071433748417661
-0.415390438199409,-0.154493194524842,0.0704349214021868,1.22191745936476,-0.525752458944849,-0.0684138040130444,-2.43380879726988,-0.0467601878917776,-0.0131324125867707
-0.41582947408614,-0.153589121030985,0.0706031089356398,1.22236490437533,-0.52546750215283,-0.0687282336679263,-1.46631381548804,-0.243776411955423,0.0880854026129896
-0.41609835588853,-0.152716332066601,0.0707081343630727,1.22284081149218,-0.525385113402023,-0.0689480435330236,-3.06149831945294,0.153155128896742,0.0185731165524317
-0.416203894295447,-0.151930289323705,0.0707265981547858,1.22330149420503,-0.525481553942073,-0.0690828684286035,-1.28168801504512,-0.546393047557785,0.200225200401775
-0.416158036060546,-0.151295976956126,0.0706275516185931,1.22369695635436,-0.525734955407098,-0.0691361765761726,-2.98333145164713,0.243163433033942,0.146967843346061
-0.415979066056286,-0.150870660103006,0.0703856602480833,1.22398210658868,-0.526120678929439,-0.0691099282664048,-1.98923074107978,-0.293243374052736,-0.129977029544989
-0.415690666939953,-0.150713363107488,0.0699744479514028,1.22411007265675,-0.526612915625132,-0.0690060764235379,-2.2901345220846,0.0612847640827567,-0.197234548646975
-0.415317946200813,-0.150864998041768,0.0693772771900932,1.22404693322011,-0.527192502739424,-0.0688197732681723,-2.99562768567085,0.191319873260454,0.0202483477768851
-0.414891053399597,-0.151353701145579,0.0685834613628913,1.22376832475539,-0.527840374563974,-0.0685447189321302,-1.74581576419763,0.066766804327699,0.00825118971039274
-0.414421043333056,-0.15219488172816,0.0675856276299972,1.22326100764213,-0.528554014244756,-0.0681720645731231,-2.60630238769824,-0.143307012869627,-0.0209562602751987
-0.41392570610831,-0.15335281696344,0.0664088733424916,1.22254699941407,-0.529324955817684,-0.0676988011236381,-2.11517019497046,0.0655283420073829,0.0215289804922065
-0.413412899134528,-0.154787504997218,0.0650784045596181,1.22165086330674,-0.530147700683849,-0.0671287770588318,-1.91040576030338,-0.0346698903651941,0.0583025809401363
-0.412882135791015,-0.156424328438393,0.0636402454644449,1.22062215861527,-0.531017817695611,-0.0664737245548003,-2.92983449671027,-0.309136454668078,-0.0537641805690612
-0.412326166140206,-0.158181215848512,0.0621441418055824,1.21951674638607,-0.531938284685085,-0.0657413875503274,-1.70243807209226,0.002972923768084,0.0261572562903609
-0.411749682895865,-0.15995945115176,0.0606536610386605,1.21840033676649,-0.53289136395063,-0.0649584569457266,-2.87887364003507,0.109124129592374,0.00670228225868641
-0.411143451876983,-0.161674298857404,0.0592217699278577,1.21732980056432,-0.53387206574508,-0.0641447948891011,-2.21935514534334,-0.328001392423857,-0.0707438306126278
-0.410506272441505,-0.163239148194728,0.0579055231824911,1.21636124645293,-0.534863235831347,-0.0633293464421801,-1.99153703783691,0.421636907162338,0.216077042873138
-0.409846642193466,-0.164593883303116,0.0567460229509886,1.21553160063575,-0.535832743223871,-0.0625529477628662,-2.80209299898496,-0.124985509783301,0.0716289349640249
-0.409177605758759,-0.165697841843641,0.0557747151065413,1.21486572270008,-0.536755559807018,-0.0618418540096245,-1.38517008100973,-0.404913497178768,-0.0075652837936957
-0.408518389541395,-0.16653997905521,0.0550040759166232,1.21436817498731,-0.537607162869097,-0.0612170648871983,-2.82259340214398,-0.0464122944893006,-0.0121544915867844
-0.407905056751433,-0.167131318053189,0.054434356406913,1.21402668995803,-0.538347938413603,-0.0607042334876578,-2.10135988691297,-0.534914526738021,-0.0975202003901074
-0.407377425898937,-0.167491302865154,0.0540598189217543,1.21382480483419,-0.53894457780639,-0.0603214193795792,-2.2047404765022,-0.285482865946733,-0.0251949689503306
-0.406977596408607,-0.167662180229046,0.0538581163084323,1.21373194630234,-0.539370027169044,-0.0600748800539342,-2.41082534095563,-0.387827603876076,-0.0808364535624833
