disp_x_mm,disp_y_mm,disp_z_mm,Rx_deg,Ry_deg,Rz_deg,Fx_N,Fy_N,Fz_N
-0.105997262618603,0.0644546799151904,-0.0176042197273524,-0.727953593384795,-2.05770283249833,-1.85196998275353,1.42506239039488,0.311234794007532,-0.293307620600473
-0.106525653744156,0.0642791786989747,-0.0176725734717574,-0.727697638210942,-2.05792162531573,-1.85156642904381,1.77879304417041,-0.140865184322593,-0.20174461141761
-0.106916914329585,0.0638613181070262,-0.0178183134441241,-0.727547449207174,-2.0581904934561,-1.85115201565881,0.802608429886448,0.461030517491736,-0.0255001981819873
-0.10718055020374,0.0632231102904903,-0.0180154134340006,-0.727500551450084,-2.05846338419529,-1.85077494462828,1.80989389304693,-0.202350625011604,-0.0814369665731931
-0.107332630749475,0.0624040161691379,-0.0182270690696668,-0.727541293712382,-2.05869765462675,-1.85047494673965,1.41104363064517,-0.267871810934594,-0.106834537462674
-0.107403575224287,0.0614529503784329,-0.0184086086779144,-0.727647922803276,-2.05884265767423,-1.85029298020622,0.986758294161234,0.0361991457814383,-0.0588338104458046
-0.107417739655624,0.0604142702142454,-0.0185218795076852,-0.727798662217981,-2.05886534420114,-1.85025386282736,2.2593941142942,-0.604643902361204,0.15059100462102
-0.107390646956142,0.0593291451271494,-0.018535489051295,-0.727970023530371,-2.05875620520991,-1.85035866313847,0.615399228002843,0.277509386780139,-0.0790530449776838
-0.107335805150387,0.058246888169597,-0.0184161461104758,-0.728130188299296,-2.0585165744892,-1.85059926321142,2.3472422266986,-0.0235441841996362,0.0968336128265435
-0.107250044879009,0.0571855871580116,-0.0181557444509285,-0.728265099585046,-2.05817824227563,-1.85093739392427,1.2323130341241,-0.557363552932884,0.135735227227002
-0.107117558133543,0.056151831262655,-0.0177590028329062,-0.728366521832212,-2.05779137501654,-1.851324798428,1.58617125040843,0.0372651204504564,-0.00697984738860669
-0.106916336938486,0.0551475281862999,-0.017238768817498,-0.728428320633573,-2.05741394971126,-1.85170761179627,2.02127980424456,0.159891036331828,-0.0846417023011554
-0.106623512549259,0.0541512714097081,-0.0166264824309407,-0.728460298684996,-2.05711032594046,-1.85202445986878,1.11998796480799,0.433678112278812,-0.0639366635584508
-0.106210609877904,0.053136505263728,-0.0159614370359307,-0.728475935431003,-2.05694456745334,-1.85221999457792,2.33671272829827,-0.00625731782429284,-0.0347193213560502
-0.105648545726548,0.0520679064897163,-0.0152911139629466,-0.728496941424262,-2.0569751496605,-1.85224632675753,1.3923729706238,-0.191296930524004,-0.0606264872648978
-0.10492313372929,0.0509006892856227,-0.01466912163142,-0.728555555502964,-2.05723964127393,-1.85207224824579,1.7812136831509,0.309822390424415,-0.075668246566778
-0.104030928397095,0.0495956818022698,-0.0141468345483397,-0.728682200334539,-2.05775537156523,-1.85168617071593,2.23076640783063,-0.0792343178909505,-0.151515772701174
-0.102974851608247,0.0481155725918914,-0.0137733518083124,-0.728910186071405,-2.05852372751086,-1.85109117035315,1.22293038972049,0.0925131754675022,-0.110409498212647
-0.101772387363761,0.0464398057549857,-0.0135861151989353,-0.729265092464721,-2.05952139435721,-1.85031192176347,2.65583850699113,-0.0223429134443904,-0.0619669202874604
-0.100455083174305,0.0445685788298054,-0.013605325667004,-0.729761546692611,-2.06070418832555,-1.84938890297214,1.36093045755672,-0.0963386431906201,-0.103339180804682
-0.0990649433182789,0.0425211622943369,-0.0138366079410044,-0.730402132966774,-2.06201146543178,-1.84837520891197,1.7124671868084,0.0222039766251783,-0.184999040454699
-0.0976480039829515,0.0403285992179221,-0.0142764005873593,-0.731182272328232,-2.06337900570059,-1.84732437394187,1.80079567522097,-0.168499625598088,-0.178769025933434
-0.0962602579000154,0.038043897355255,-0.014901873994703,-0.732082114552779,-2.0647311333886,-1.84629557080094,1.30217887215071,-0.0346082929968361,-0.0758953041346047
-0.0949506855238258,0.0357416734045053,-0.0156735367723283,-0.733065142406491,-2.06600267866623,-1.84533815487531,2.07889720505904,-0.592959902055327,-0.0524556198548112
-0.0937572119028107,0.0335030737737565,-0.0165468437061859,-0.734087660436818,-2.0671429570953,-1.84449109333684,1.72236457066589,0.0332428258720938,-0.0914860923967353
-0.0927178638578838,0.0314132342190998,-0.0174694732848174,-0.735101690275833,-2.06810557096969,-1.84378684500666,1.511527189096,0.604709252019802,-0.114652300031594
-0.091856827676154,0.0295473805238835,-0.018391854550171,-0.736062347248882,-2.06886430359051,-1.84324046392813,2.10218130569945,0.44279354957348,0.05255011753502
-0.0911877236778731,0.0279768971530245,-0.0192630908384178,-0.736924103856942,-2.06941062196109,-1.84285226507927,0.935712841105442,0.0135985403924224,-0.0283642421530033
-0.0907119415554769,0.0267614223372803,-0.0200388332324123,-0.737644000569256,-2.06975617857858,-1.8426078535413,2.23862338439432,0.166833996483319,0.0946209614996576
-0.0904287274675626,0.0259492545379452,-0.0206758997764235,-0.738185305166602,-2.06991422124787,-1.84249175816514,1.23122940762835,0.279829042208348,0.0162871130753501
-0.0903270341615221,0.0255485649061882,-0.0211544257511675,-0.738535520697203,-2.06991234729509,-1.8424777273036,1.78575976103542,-0.624955590819354,0.15115806373484
-0.0903943981905202,0.0255733729853027,-0.0214473067375321,-0.73867557433823,-2.06977809289463,-1.8425420084745,2.33222831407136,0.262980658472998,-0.0763637397961361
-0.0906121020715351,0.0260134786461794,-0.0215399866456987,-0.738600975603223,-2.06954272621382,-1.84265949565401,1.33945441171653,0.013816972449149,-0.0120476907733575
-0.0909609062729484,0.0268352973072972,-0.0214323014122028,-0.73832101316101,-2.06923509183667,-1.84280869923278,2.37523408066778,-0.738142042690697,0.0425322634387442
