disp_x_mm,disp_y_mm,disp_z_mm,Rx_deg,Ry_deg,Rz_deg,Fx_N,Fy_N,Fz_N,Mx_Nm,My_Nm,Mz_Nm
0.173953439858254,0.0936819330921033,0.0963315740102405,-0.0793699135913715,-2.50728963219931,0.44748699576216,-1.70988679124383,0.577619120377904,0.0752912020672909,0.00385591854344502,0.0131669484746478,0.368294272515798
0.173705795824271,0.0953260330544836,0.0957146240738819,-0.0803634097285802,-2.50758422545925,0.447516044901552,-1.32830355424676,0.227036948067507,0.218473993420986,0.00904348924468579,0.0245168431731836,0.397665496749727
0.173369782991732,0.0970818893764802,0.0950390143474552,-0.0813670191007073,-2.50799590095284,0.447472445760329,-2.52182570066759,0.687554912073438,0.0534075016517477,-0.000686066967702015,0.0179889119342354,0.381748047887975
0.173009618607691,0.0988874671802882,0.0943546211172008,-0.0823492476287794,-2.50845306402543,0.447394431339381,-0.998185551260292,0.281556731268893,-0.0763286669717615,-0.0123726217625504,0.000103517673840398,0.410561669815071
0.172699035627983,0.100694750561521,0.0937037635833973,-0.0832889245977526,-2.50887852423627,0.44731944808451,-1.80964100783154,0.698382058813422,-0.119241322787218,-0.0223782709101168,-0.0139745249211501,0.348467577935331
0.172488377268019,0.102436612157169,0.0931349145604967,-0.0841557186337769,-2.5092133904061,0.447280445393379,-1.35498061225252,1.17366657217781,-0.09299785142926,-0.0122630102280978,-0.00616691906064046,0.357915995100654
0.17241775430914,0.104045129479454,0.0926934399153878,-0.0849171063986267,-2.50941366787733,0.447300736509774,-1.24231037327644,1.10128209527556,0.0783776104060792,0.00653737193432447,0.0148323102458116,0.393793550405783
0.172494026819961,0.105452836784695,0.0924145563060593,-0.0855354972258566,-2.50947029689514,0.447384590736299,-2.38002763514226,0.63898279564205,0.127115622214376,0.0110234816967734,0.0257291381325022,0.390742137425324
0.172706269273123,0.106613213464748,0.0923169054815489,-0.085987809627442,-2.50939090901502,0.447529114776095,-1.37190477828938,0.528467958444935,0.0613100185636597,0.00302761644240501,0.0206362248866507,0.430884697819069
0.173030539456053,0.107487787408385,0.0924108698744206,-0.0862518955192192,-2.50920190400649,0.447718392451221,-2.00347244627449,0.426458827607576,-0.157027074961889,-0.0137664212452284,-0.00355531738091541,0.363599287589848
0.173412449162899,0.108057836555464,0.0926868425534915,-0.086315011109579,-2.50895755077386,0.447922998911644,-1.18881987129777,-0.0564653520762022,-0.302331864715001,-0.0197319426580416,-0.0171236730972166,0.359525850966368
0.173794729250442,0.108324012152984,0.0931227083342528,-0.0861745525921243,-2.50871949637724,0.448106816474,-1.1231357727965,0.637409614173521,-0.154553451419105,-0.010575269687684,-0.0055328020489068,0.369054817786802
0.174132830865018,0.108309249377871,0.0936863119164638,-0.0858472434673227,-2.50853186181565,0.448247087110253,-2.29101625665226,0.540461031617497,0.173012557244533,0.00578174014532973,0.0186002044037686,0.372653035057224
0.17438569519816,0.108053699781472,0.0943360659279833,-0.0853580662862431,-2.50844311543184,0.448312697192208,-1.42383675649705,0.362938250085335,0.197436162353085,0.0167719688469474,0.036672131041757,0.441013938012587
0.174525384194313,0.107617056439488,0.0950231840562848,-0.0847500796458996,-2.50848039522597,0.448288912106025,-2.30916023963425,0.0932974689455932,-0.0154399636581104,0.0026460713265184,0.0251686136418516,0.404774232520305
0.174539747107923,0.107064300810847,0.0957001597460733,-0.0840718445184811,-2.50865455517934,0.448170889745639,-1.54615175152645,0.416639873488293,-0.0582855069463051,-0.0188228815930445,0.000359465322548658,0.40003067882929
0.174443844812445,0.106472899482214,0.096319454447131,-0.0833869031326486,-2.5089440454012,0.447974878279042,-1.43968598576458,0.305798572937192,-0.167239321180205,-0.0252827348439415,-0.0170590668996674,0.39360704279821
0.174279472642125,0.10591909241295,0.0968419878199906,-0.0827609095853529,-2.50930227848206,0.447728882994454,-2.26130235417452,0.158625723454861,-0.103864334878722,-0.0112213313921155,-0.0060933867174518,0.387358581819843
0.174089751997773,0.105462576695778,0.0972392111690387,-0.0822491880139446,-2.50967689427717,0.447467416935425,-1.6875340092696,-0.239636509750881,0.0576927653091843,0.0074640826939838,0.0200014348698036,0.44305092045429
0.173912246274592,0.105152336308362,0.0974897661487489,-0.0818994062302818,-2.51002052284403,0.447223882812903,-2.27844981906344,0.0754067527680036,0.074419799740383,0.0103816488611397,0.0309640878312452,0.401935502032444
0.173787013665877,0.105010878714179,0.0975885439425038,-0.0817379358730855,-2.51028516344968,0.447029767918271,-1.62087828139204,0.620531849104054,0.0247830136054574,0.00156387224494248,0.0168593244773409,0.37526884294338
0.173746230783216,0.105056517012236,0.0975318218316129,-0.0817868465191211,-2.51042800408278,0.446915820682412,-0.896816471708973,1.26000747514786,-0.157274649377882,-0.00985880890053359,-0.00521175992254883,0.361635348308281
0.173797828890776,0.105272740058182,0.0973312155395004,-0.0820354863587475,-2.51043497197616,0.446894241350909,-1.93512351003835,1.22071052843785,-0.235720759871185,-0.0144748429919903,-0.0123893438840867,0.349821286364587
0.173938527526164,0.105628721531644,0.0970048340439595,-0.0824578743246388,-2.51030802647234,0.446964047351316,-1.27630942181986,0.593352185992217,0.0372258203535409,-0.00599871409731412,0.00594437778092594,0.422730535085781
0.174139431797295,0.106074970118764,0.0965763225154628,-0.0830096328238368,-2.51007359909007,0.447111699629623,-2.2849458611181,0.964379318411147,0.133621826132213,-0.00253612425535144,0.0275509187577977,0.418189359640387
0.174378018277701,0.106557539381554,0.0960746423477007,-0.0836376559626874,-2.50976247562537,0.447314205953038,-1.88132124829127,0.728315097580662,0.138956888647272,0.000150934169810935,0.0285753949218871,0.443326353144951
0.174605461517598,0.106997236389279,0.0955375424016631,-0.0842649784038655,-2.50943174585643,0.447532108595121,-1.6183515493554,0.334744175338074,-0.126743767669069,-0.00352535363998108,0.0124873898924375,0.437680371020381
0.174784750262893,0.107335143107695,0.094994426374157,-0.0848313664229906,-2.50912954205296,0.447732024062687,-2.32492205583782,0.728116713847385,-0.145827589033956,-0.013814333558511,-0.00571098107989174,0.397296579875658
0.174878726401171,0.107509258683464,0.0944769382456331,-0.0852730416855014,-2.50890502712667,0.447879135546628,-1.27313067038125,0.455446482660363,-0.0230006085399168,-0.0136228664256097,-0.00443596016522352,0.431622681247703
0.17486792938507,0.107480919930803,0.0940071386087572,-0.0855475552890386,-2.50878855396,0.447950952377855,-2.20356350528482,0.240731928749028,0.034063277647391,-0.0103165919496204,0.00924340228137124,0.404963454402457
0.174750477077971,0.107229639231557,0.0936007275470051,-0.0856316412312232,-2.5087926371142,0.447937812390461,-1.91170729737837,0.092814480681227,0.153425082848173,-0.00273784478666217,0.0193683214937726,0.412593673212663
0.174531107983687,0.106746178255992,0.0932708491155884,-0.0855139714072753,-2.50892196890928,0.447835563462346,-1.37658641039718,0.650975315836376,0.0466134294618143,0.00111234351753309,0.0187010192045382,0.396447148395135
0.174233362421849,0.106047128338018,0.0930183750376417,-0.08520836982395,-2.5091596027268,0.447655870245443,-2.16299090173521,0.77264023888074,-0.144953573324074,-0.00259407432446102,0.00735960015814022,0.352007810627105
0.173889621096767,0.105187603280316,0.0928230314903074,-0.0847621029703177,-2.50947467787104,0.447422104390794,-1.03337352849042,0.313425865545923,-0.118021388479661,-0.00655673374434906,-0.00321252494588273,0.39018462732119
0.173533217755967,0.10422632961156,0.0926641852997447,-0.0842283056575057,-2.50983402742187,0.447160878879874,-2.17706129120774,0.388521419132076,-0.120231545968807,-0.01532268735702,0.00230557290958183,0.379342352027663
0.173190778646518,0.103220006291365,0.0925220378486178,-0.0836589276720001,-2.51020970851407,0.446894055015457,-1.82838826245927,0.80536244445716,-0.055224567089283,-0.0197200605399961,0.0146530283087638,0.40545572075538
0.172884331384681,0.102234235015449,0.092369768959255,-0.0831116734638745,-2.51058036687891,0.44663747654828,-1.4871587505595,-0.0183248690022992,-0.0764805013293426,-0.0144782537907484,0.0158673484617612,0.397766188536212
0.17262245309648,0.101325553414077,0.0921813696221965,-0.0826347883366864,-2.51093763319992,0.446397713942397,-2.10659589016581,0.338523475644934,-0.108774589238067,-0.00921720726861519,0.00531155196836169,0.346463856538852
0.172402411195215,0.100530105764113,0.091941705668153,-0.0822591557018782,-2.51128259113106,0.446174162277415,-1.06974252103475,0.441550796477941,0.0138338832124418,-0.00173614850642556,-0.00118179023914386,0.360644504919256
0.172217802670001,0.0998688886050636,0.0916440315449875,-0.0820034956924632,-2.51162042859127,0.445960733527074,-1.58953967269912,0.619890557960389,0.0488725418099136,-0.00475450586064285,-0.00173516935746384,0.330564117699836
0.172042879169435,0.0993411522495129,0.0912870965012983,-0.0818640198741656,-2.51197685716042,0.445736089676815,-1.4445560522592,1.30883770410969,0.0487669652256102,-0.00733105127062927,0.00930515310000418,0.352453248032199
0.171861404899696,0.0989219288120329,0.0908873995037607,-0.0818193586017392,-2.51237099587386,0.445480799774284,-1.19763886930639,0.376458078525275,-0.0349943400481152,-0.00970642040380687,0.00893322613179809,0.372468623603855
0.171656974976899,0.0985749123332247,0.0904654017847786,-0.0818391203479879,-2.51281754869643,0.445179550689025,-2.09995185780303,0.869432580756666,-0.09815372393399,-0.0143170386311411,0.00476953080914655,0.341759744993545
0.171421152955413,0.098265413084845,0.090041436901632,-0.0818938773064215,-2.51332327034556,0.444821002928848,-0.864456516000075,0.460162623222004,-0.117478567561932,-0.00847098040230376,0.000688872417886732,0.369075823918262
0.171154001457215,0.097950170097906,0.0896413422454343,-0.0819522591852391,-2.51388165481007,0.444408671087184,-1.72806889447281,0.770892413361253,-0.037035848594229,-0.00874132377361292,0.00082099458044832,0.334084021873841
0.170856912182109,0.0975948092828274,0.0892840218018136,-0.0819891739166569,-2.51448149519044,0.44395103687145,-1.42146252571411,0.422319500402637,-0.0268549742792743,-0.00649311801215946,0.0110624196147118,0.350648426247369
